project_name,question,correctness,groundedness,status,latency,reference_answer,model_answer,docs_count,top_video_titles,probable_cause,notes
wwii-rag-hybrid-63fbaed6,¿Dónde se reúnen las fuerzas británicas durante la tensión previa al ataque alemán?,1.0,1.0,success,7.966798,,Las fuerzas británicas se reúnen en la frontera franco-belga a la espera de que Alemania ataque principalmente a través de Bélgica.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué hizo Goebbels después de envenenar a sus hijos?,1.0,1.0,success,8.771975,,"Después de envenenar a sus hijos, Goebbels se suicidó.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué ocurre con los ataques norteamericanos en la línea Gustav según el pasaje?,1.0,1.0,success,9.001578,,"Según el pasaje, los ataques norteamericanos a lo largo de la línea Gustav resultan ser fútiles, encontrando un punto muerto repetido en su avance. Los primeros asaltos del V Ejército Norteamericano en diciembre no lo...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuál era el objetivo principal de los planes del Estado Mayor de Hitler respecto a la operación en los países nórdicos?,1.0,1.0,success,8.273831,,"El objetivo principal de los planes del Estado Mayor de Hitler respecto a la operación en los países nórdicos era otorgar a la operación un carácter de ocupación pacífica, diseñada para proteger con la fuerza de las a...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué desencadenó Adolf Hitler que estuvo cerca de terminar con la civilización occidental?,1.0,1.0,success,8.625939,,"Adolf Hitler desató una espantosa tiranía que estuvo peligrosamente cerca de terminar con la civilización occidental. Esto se llevó a cabo a través de una red de mentiras y engaños, y resultó en la muerte de aproximad...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuántas divisiones rusas asignó Stalin para la defensa de Kiev?,1.0,1.0,success,10.208153,,Stalin asignó 68 de las mejores divisiones rusas para la defensa de Kiev.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuál es el recurso natural de Suecia que es esencial para la guerra alemana?,1.0,1.0,success,9.585271,,El recurso natural de Suecia que es esencial para la guerra alemana es el mineral de hierro.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué declaración hizo Mussolini el 10 de junio de 1940?,1.0,1.0,success,7.714551,,"El 10 de junio de 1940, Mussolini declaró la guerra a Gran Bretaña y a Francia, asumiendo que la guerra ya había terminado y ansioso por recoger los restos.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué cargos se unificaron tras la muerte de Hindenburg?,1.0,1.0,success,7.496909,,"Tras la muerte de Hindenburg, se unificaron los cargos de presidente y canciller para crear el cargo de Führer en Alemania.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuántos heridos tenían los alemanes en el frente según el pasaje?,1.0,1.0,success,7.424573,,"Según el pasaje, los alemanes tenían 400.000 heridos.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué tipo de vehículo militar se menciona que se enfrenta en la llanura durante la Segunda Guerra Mundial?,1.0,1.0,success,7.527179,,Se mencionan tanques de la Segunda Guerra Mundial que se enfrentan en la llanura.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuántas divisiones panzer componían el grupo A del ejército alemán?,1.0,1.0,success,7.979364,,El grupo A del ejército alemán estaba formado por siete divisiones panzer.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Dónde se detuvo el grupo central para reagruparse antes del ataque final a Moscú?,1.0,1.0,success,8.50294,,El grupo central se detuvo en las afueras de Smolensk para reagruparse antes del ataque final a Moscú.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué río se menciona en relación con el futuro de los estados de Europa del Este?,1.0,1.0,success,7.335442,,El río mencionado en relación con el futuro de los estados de Europa del Este es el río Elba.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuál es la cantidad de hombres con la que cuentan los rusos para su ofensiva?,1.0,1.0,success,8.157678,,Los rusos cuentan con más de un millón de hombres para su ofensiva.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué planea Hitler en occidente durante la resistencia polaca?,1.0,1.0,success,9.502624,,"Durante la resistencia polaca, Hitler planea su última ofensiva en occidente, un ataque cruzando las Ardenas que será encabezado por diez divisiones panzer. Esto se da en un contexto donde en el oeste, los ejércitos a...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué ejército estaba defendiendo Vitebsk durante los ataques?,1.0,1.0,success,7.231136,,El ejército que estaba defendiendo Vitebsk durante los ataques era el tercer ejército panfer.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuántos kilómetros avanzaron las tropas en tres días?,1.0,1.0,success,6.797989,,Las tropas avanzaron 120 kilómetros en tres días.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuántos oficiales rusos fueron asesinados debido a las purgas de Stalin?,1.0,1.0,success,8.391878,,"Durante las purgas de Stalin, fueron asesinados aproximadamente 35,000 oficiales del ejército ruso.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuántos cruceros y destructores le quedaron a Alemania después de las batallas navales en Noruega?,1.0,1.0,success,8.341264,,"Después de las batallas navales en Noruega, Alemania se quedó con tan solo dos cruceros y cuatro destructores preparados para entrar en combate.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué relación numérica existía entre el Ejército Rojo y los finlandeses en el sector mencionado?,1.0,1.0,success,13.090354,,"La relación numérica entre el Ejército Rojo y los finlandeses en el sector mencionado era de 14 a 1, lo que significa que el Ejército Rojo superaba en número a los finlandeses en esa proporción.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuál fue la condición de las ciudades de Rotterdam y la Haya antes de su captura?,1.0,1.0,success,10.697424,,"Antes de su captura, las ciudades de Rotterdam y La Haya estaban en una condición devastada, temporalmente afectadas por bombardeos aéreos. Ambas ciudades aún temblaban por el impacto de estos ataques, lo que contribu...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Quiénes lideraron las fuerzas libres francesas que se dirigieron a la capital?,1.0,1.0,success,7.717184,,Las fuerzas libres francesas que se dirigieron a la capital fueron lideradas por el comandante general Charles de Gaulle.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué acciones tomaron los británicos en Abyssinia durante el mismo mes que la retirada italiana?,1.0,1.0,success,8.402407,,"Durante el mismo mes de la retirada italiana en Abyssinia, los británicos lanzaron ataques contra las fuerzas italianas. Estos esfuerzos formaron parte de una ofensiva más amplia en la que los británicos también tomar...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué aumentó como consecuencia de la batalla de Inglaterra?,1.0,1.0,success,8.016839,,"Como consecuencia de la batalla de Inglaterra, aumentaron los bombardeos de represalia en tierras alemanas.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuál es el propósito de la estrategia Blitzkrieg?,1.0,1.0,success,8.407345,,"El propósito de la estrategia Blitzkrieg, o guerra relámpago, era causar estragos en los enemigos mediante una combinación de unidades acorazadas y motorizadas con potencia aérea táctica. Esta estrategia buscaba rompe...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué acción tomó el embajador británico en Berlín esta mañana?,1.0,1.0,success,8.087956,,"Esta mañana, el embajador británico en Berlín entregó una nota al gobierno alemán, en la que exigía que retiran sus tropas de Polonia antes de las 11 en punto; de lo contrario, Gran Bretaña estaría dispuesta a entrar ...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué evento ocurrió en el norte de África relacionado con las fuerzas italianas?,1.0,1.0,success,8.486782,,"En el norte de África, las fuerzas italianas se sintieron en retirada, y esa situación pronto se convirtió en una desbandada. Los británicos avanzaron significativamente, llegando a El Aghelia y rodeando a las fuerzas...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué es el concepto de Blitzkrieg en la guerra?,1.0,1.0,success,10.021583,,"El concepto de Blitzkrieg, o guerra relámpago, es una estrategia militar desarrollada en Alemania que combina unidades acorazadas y motorizadas con la potencia aérea táctica. Su objetivo es romper las defensas enemiga...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuándo acordaron los finlandeses un armisticio?,1.0,1.0,success,6.816364,,Los finlandeses acordaron un armisticio el 13 de marzo de 1940.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué inician las divisiones acorazadas norteamericanas el día 27?,1.0,1.0,success,9.169569,,Las divisiones acorazadas norteamericanas inician las últimas líneas de defensa y se dirigen hacia el sur y el este el día 27.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué ocurrió el 17 de septiembre durante la invasión de Polonia?,1.0,1.0,success,8.770854,,"El 17 de septiembre de 1939, el ejército rojo soviético inició la invasión de Polonia por el este, lo que se sumó a la situación crítica del ejército polaco, que ya estaba completamente rodeado por las fuerzas alemanas.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuál era la intención principal de los alemanes al atacar a los aliados en el Atlántico?,1.0,1.0,success,8.398027,,"La intención principal de los alemanes al atacar a los aliados en el Atlántico era conseguir que Gran Bretaña se rindiera, cortando sus suministros de combustible y alimentos. Esto se lograba mediante el control de la...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuál era la condición planteada por el embajador británico para evitar la guerra?,1.0,1.0,success,8.795547,,"La condición planteada por el embajador británico para evitar la guerra era que Alemania debía comunicar, antes de las 11 en punto de la mañana, que estaban dispuestos a retirar sus tropas de Polonia. Si no cumplían c...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué fecha fue crucial para las fuerzas libres francesas y las fuerzas norteamericanas que se dirigieron a la capital?,1.0,1.0,success,7.401563,,La fecha crucial para las fuerzas libres francesas y las fuerzas norteamericanas que se dirigieron a la capital fue el 24 de agosto.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuáles son las ciudades fortificadas clave que los rusos planean tomar en su avance?,1.0,1.0,success,7.621653,,"Las ciudades fortificadas clave que los rusos planean tomar en su avance son Vitebsk, Orsha, Mogilev y Brobuysk. Después de tomar estas ciudades, planean avanzar hacia Minsk y Brest-Litovsk en Polonia.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué problemática enfrentaba Hitler con los planes británicos?,1.0,1.0,success,9.266446,,"Hitler enfrentaba una problemática significativa con los planes británicos, ya que al enterarse de ellos, comprendió que Alemania podría quedar aislada. Esto lo llevó a actuar rápidamente para evitar un desastre. Adem...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué acción emprendió el Estado Mayor alemán al conocer los planes británicos?,1.0,1.0,success,9.071219,,"Al conocer los planes británicos, el Estado Mayor alemán comenzó a diseñar una estrategia para responder a los británicos y franceses. Esto incluía mantener a los británicos lejos de Noruega y capturar Dinamarca, que ...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué control tenían los submarinos alemanes sobre las rutas marítimas?,1.0,1.0,success,9.422843,,"Los submarinos alemanes tenían un control significativo sobre las rutas marítimas durante la Segunda Guerra Mundial. Atacaban barcos mercantes solitarios con total impunidad, lo que les permitía cortar el suministro d...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Cuándo comenzó la ofensiva norteamericana?,1.0,1.0,success,8.082387,,La ofensiva norteamericana comenzó el 25 de julio.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué problema tenían las fuerzas alemanas en el sector norteamericano?,1.0,1.0,success,8.604582,,Las fuerzas alemanas en el sector norteamericano enfrentaban el problema de estar faltas de refuerzos y no contar con reservas para cubrir las brechas del frente.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué ocurre con las fuerzas alemanas en el sector norteamericano según el pasaje?,1.0,1.0,success,8.335762,,Las fuerzas alemanas en el sector norteamericano están faltas de refuerzos y no tienen reservas para cubrir las brechas del frente. Esto les afecta negativamente en su capacidad de defensa.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,¿Qué fecha fue cuando las fuerzas alemanas llegaron a las afueras de Varsovia?,1.0,1.0,success,7.35952,,Las fuerzas alemanas llegaron a las afueras de Varsovia el 9 de septiembre.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-hybrid-63fbaed6,"¿Hacia dónde planean avanzar los rusos después de tomar las ciudades de Vitebsk, Orsha, Mogilev y Brobuysk?",1.0,1.0,success,8.766265,,"Después de tomar las ciudades de Vitebsk, Orsha, Mogilev y Brobuysk, los rusos planean avanzar primero hacia Minsk y luego a Brest-Litovsk, en Polonia.",0,,ok,No obvious issue detected with the current heuristic.
